Over18,BusinessTravel,EducationField,Department,Gender,JobRole,MaritalStatus,OverTime,Age,EnvironmentSatisfaction,Education,HourlyRate,JobInvolvement,JobLevel,DistanceFromHome,JobSatisfaction,EmployeeCount,MonthlyIncome,MonthlyRate,NumCompaniesWorked,EmployeeNumber,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,DailyRate,Attrition
Y,Travel_Rarely,Life Sciences,Research & Development,Male,Laboratory Technician,Divorced,No,36,3,4,60,1,1,6,3,1,2741,6865,1,1221,14,3,3,80,1,7,4,3,7,7,1,7,917,No
Y,Travel_Rarely,Life Sciences,Research & Development,Male,Laboratory Technician,Divorced,No,30,3,4,49,3,2,7,3,1,3491,11309,1,1224,13,3,1,80,3,10,4,2,10,7,8,9,853,No
Y,Travel_Rarely,Other,Research & Development,Male,Research Scientist,Single,No,44,4,4,32,3,2,29,4,1,4541,7744,1,1225,25,4,2,80,0,20,3,3,20,11,13,17,200,No
Y,Travel_Rarely,Marketing,Sales,Male,Sales Representative,Single,No,20,3,3,43,4,1,21,4,1,2678,5050,1,1226,17,3,4,80,0,2,2,3,2,1,2,2,654,No
Y,Travel_Rarely,Technical Degree,Research & Development,Male,Manufacturing Director,Divorced,No,46,4,4,60,3,2,2,4,1,7379,17433,2,1228,11,3,3,80,1,12,3,2,6,3,1,4,150,No
Y,Non-Travel,Medical,Human Resources,Male,Human Resources,Married,No,42,4,5,79,4,2,2,1,1,6272,12858,7,1231,16,3,1,80,1,10,3,4,4,3,0,3,179,No
Y,Travel_Rarely,Marketing,Sales,Male,Sales Executive,Divorced,Yes,60,2,4,52,4,2,7,4,1,5220,10893,0,1233,18,3,2,80,1,12,3,3,11,7,1,9,696,No
Y,Travel_Frequently,Other,Research & Development,Female,Laboratory Technician,Married,No,32,3,3,77,2,1,13,2,1,2743,7331,1,1234,20,4,3,80,1,2,2,3,2,2,2,2,116,No
Y,Travel_Frequently,Life Sciences,Research & Development,Female,Research Scientist,Single,Yes,32,4,2,38,3,2,2,3,1,4998,2338,4,1235,14,3,4,80,0,10,2,3,8,7,0,7,1316,No
Y,Travel_Rarely,Technical Degree,Research & Development,Female,Manufacturing Director,Divorced,Yes,36,3,3,77,1,3,1,1,1,10252,4235,2,1237,21,4,3,80,1,17,2,3,7,7,7,7,363,No
Y,Travel_Rarely,Medical,Research & Development,Male,Research Scientist,Married,No,33,1,3,60,3,1,9,4,1,2781,6311,0,1238,13,3,2,80,1,15,5,3,14,10,4,10,117,No
Y,Travel_Rarely,Technical Degree,Sales,Female,Sales Executive,Divorced,No,40,2,3,84,2,2,10,2,1,6852,11591,7,1239,12,3,2,80,1,7,2,4,5,1,1,3,107,No
Y,Travel_Rarely,Life Sciences,Sales,Male,Sales Executive,Single,No,25,3,4,57,3,2,10,4,1,4950,20623,0,1240,14,3,2,80,0,5,4,3,4,3,1,1,1356,No
Y,Travel_Rarely,Medical,Research & Development,Male,Research Scientist,Married,Yes,30,4,3,63,3,1,1,2,1,3579,9369,0,1241,21,4,1,80,1,12,2,3,11,9,5,7,1465,No
Y,Travel_Frequently,Medical,Research & Development,Female,Research Director,Married,Yes,42,1,5,60,3,3,26,1,1,13191,23281,3,1242,17,3,3,80,0,20,6,3,1,0,0,0,458,No
Y,Non-Travel,Marketing,Sales,Female,Sales Executive,Married,Yes,35,3,2,78,2,3,8,4,1,10377,13755,4,1243,11,3,2,80,1,16,6,2,13,2,4,12,1212,No
Y,Travel_Rarely,Life Sciences,Research & Development,Male,Research Scientist,Married,Yes,27,1,3,42,3,1,14,1,1,2235,14377,1,1244,14,3,4,80,2,9,3,2,9,7,6,8,1103,No
Y,Travel_Frequently,Life Sciences,Research & Development,Female,Manufacturing Director,Divorced,No,54,4,4,53,3,3,1,3,1,10502,9659,7,1245,17,3,1,80,1,33,2,1,5,4,1,4,966,No
Y,Travel_Rarely,Life Sciences,Research & Development,Female,Research Scientist,Married,No,44,1,1,72,4,1,2,4,1,2011,19982,1,1246,13,3,4,80,1,10,5,3,10,5,7,7,1117,No
Y,Non-Travel,Medical,Research & Development,Female,Research Scientist,Single,Yes,19,1,3,96,2,1,10,2,1,1859,6148,1,1248,25,4,2,80,0,1,2,4,1,1,0,0,504,Yes
Y,Travel_Rarely,Life Sciences,Research & Development,Female,Research Scientist,Divorced,No,29,1,3,97,3,1,1,4,1,3760,5598,1,1249,15,3,1,80,3,3,5,3,3,2,1,2,1010,No
Y,Travel_Rarely,Life Sciences,Research & Development,Male,Research Director,Married,No,54,4,3,85,3,4,3,4,1,17779,23474,3,1250,14,3,1,80,0,36,2,3,10,9,0,9,685,No
Y,Travel_Rarely,Medical,Research & Development,Male,Healthcare Representative,Married,Yes,31,3,2,80,3,2,11,1,1,6833,17089,1,1251,12,3,4,80,0,6,2,2,6,5,0,1,1332,No
Y,Travel_Rarely,Medical,Research & Development,Female,Healthcare Representative,Single,No,31,3,3,96,2,2,24,1,1,6812,17198,1,1252,19,3,2,80,0,10,2,3,10,9,1,8,1062,No
Y,Travel_Rarely,Life Sciences,Sales,Female,Sales Executive,Single,No,59,3,3,48,2,2,3,4,1,5171,16490,5,1254,17,3,4,80,0,13,2,3,6,1,0,5,326,No
Y,Travel_Rarely,Life Sciences,Research & Development,Male,Research Director,Married,No,43,3,3,96,1,5,3,4,1,19740,18625,3,1255,14,3,2,80,1,25,2,3,8,7,0,7,920,No
Y,Travel_Rarely,Medical,Research & Development,Male,Manager,Married,No,49,1,2,85,2,5,4,3,1,18711,12124,2,1256,13,3,3,80,1,23,2,4,1,0,0,0,1098,No
Y,Travel_Frequently,Technical Degree,Research & Development,Male,Research Scientist,Married,No,36,3,3,46,3,1,3,2,1,3692,9256,1,1257,12,3,3,80,0,12,2,2,11,10,0,7,469,No
Y,Travel_Rarely,Technical Degree,Research & Development,Male,Laboratory Technician,Single,No,48,4,2,76,4,1,2,2,1,2559,16620,5,1258,11,3,3,80,0,7,4,2,1,0,0,0,969,No
Y,Travel_Rarely,Life Sciences,Research & Development,Male,Research Scientist,Divorced,No,27,1,2,76,3,1,4,3,1,2517,3208,1,1259,11,3,2,80,3,5,2,3,5,3,0,3,1167,No
Y,Travel_Rarely,Life Sciences,Research & Development,Male,Healthcare Representative,Divorced,Yes,29,3,3,82,3,2,7,4,1,6623,4204,1,1260,11,3,2,80,2,6,2,3,6,0,1,0,1329,No
Y,Travel_Rarely,Life Sciences,Research & Development,Male,Research Director,Single,No,48,4,3,76,2,5,1,4,1,18265,8733,6,1263,12,3,3,80,0,25,3,4,1,0,0,0,715,No
Y,Travel_Rarely,Life Sciences,Research & Development,Female,Research Director,Divorced,No,29,4,3,87,2,4,1,4,1,16124,3423,3,1264,14,3,2,80,2,9,2,2,7,7,1,7,694,No
Y,Travel_Rarely,Technical Degree,Research & Development,Female,Research Scientist,Married,No,34,3,3,89,4,1,20,3,1,2585,21643,0,1265,17,3,4,80,0,2,5,2,1,0,0,0,1320,No
Y,Travel_Rarely,Marketing,Sales,Male,Manager,Married,No,44,2,3,88,3,5,5,2,1,18213,8751,7,1267,11,3,3,80,1,26,5,3,22,9,3,10,1099,No
Y,Travel_Rarely,Marketing,Sales,Male,Sales Executive,Divorced,Yes,33,4,5,82,4,3,10,3,1,8380,21708,0,1268,14,3,4,80,2,10,3,3,9,8,0,8,536,No
Y,Travel_Rarely,Life Sciences,Research & Development,Female,Research Scientist,Single,Yes,19,2,3,57,4,1,25,4,1,2994,21221,1,1269,12,3,4,80,0,1,2,3,1,0,0,1,265,No
Y,Travel_Rarely,Life Sciences,Research & Development,Male,Research Scientist,Married,No,23,4,2,47,3,1,1,3,1,1223,16901,1,1270,22,4,4,80,1,1,2,3,1,0,0,1,373,No
Y,Travel_Frequently,Life Sciences,Sales,Male,Sales Representative,Single,Yes,25,3,1,73,1,1,24,4,1,1118,8040,1,1273,14,3,4,80,0,1,4,3,1,0,1,0,599,Yes
Y,Travel_Rarely,Life Sciences,Research & Development,Male,Research Scientist,Single,Yes,26,3,2,53,3,1,4,4,1,2875,9973,1,1275,20,4,2,80,0,8,2,2,8,5,2,2,583,No
Y,Travel_Rarely,Marketing,Sales,Female,Manager,Single,Yes,45,1,3,94,1,5,2,2,1,18824,2493,2,1277,16,3,1,80,0,26,2,3,24,10,1,11,1449,Yes
Y,Non-Travel,Medical,Research & Development,Male,Healthcare Representative,Divorced,Yes,55,4,1,37,2,4,8,2,1,13577,25592,1,1278,15,3,4,80,1,34,3,3,33,9,15,0,177,No
Y,Travel_Frequently,Life Sciences,Research & Development,Female,Laboratory Technician,Single,No,21,1,2,45,2,1,10,3,1,2625,25308,1,1279,20,4,3,80,0,2,2,1,2,2,2,2,251,Yes
Y,Travel_Rarely,Marketing,Sales,Female,Manager,Married,No,46,4,2,33,2,5,4,2,1,18789,9946,2,1280,14,3,3,80,1,26,2,3,11,4,0,8,168,No
Y,Travel_Rarely,Marketing,Sales,Female,Sales Executive,Single,Yes,34,3,3,86,3,2,2,1,1,4538,6039,0,1281,12,3,4,80,0,4,3,3,3,2,0,2,131,No
Y,Travel_Frequently,Life Sciences,Sales,Male,Manager,Divorced,Yes,51,4,3,83,3,5,9,2,1,19847,19196,4,1282,24,4,1,80,1,31,5,2,29,10,11,10,237,No
Y,Travel_Rarely,Medical,Research & Development,Male,Manufacturing Director,Single,No,59,4,4,67,3,3,18,4,1,10512,20002,6,1283,12,3,4,80,0,25,6,2,9,7,5,4,1429,No
Y,Travel_Frequently,Medical,Research & Development,Female,Laboratory Technician,Divorced,No,34,3,3,46,3,2,19,2,1,4444,22534,4,1285,13,3,3,80,2,15,2,4,11,8,5,10,135,No
Y,Travel_Frequently,Medical,Research & Development,Male,Laboratory Technician,Single,Yes,28,4,4,44,3,1,1,3,1,2154,6842,0,1286,11,3,3,80,0,5,2,2,4,2,0,2,791,No
Y,Travel_Rarely,Life Sciences,Research & Development,Male,Manager,Divorced,No,44,3,2,92,4,5,4,1,1,19190,17477,1,1288,14,3,4,80,2,26,4,2,25,9,14,13,1199,No
Y,Travel_Frequently,Life Sciences,Human Resources,Male,Human Resources,Married,No,34,3,3,56,2,2,11,2,1,4490,21833,4,1289,11,3,4,80,2,14,5,4,10,9,1,8,648,No
Y,Travel_Rarely,Life Sciences,Research & Development,Male,Research Scientist,Married,Yes,35,3,1,66,3,1,6,3,1,3506,6020,0,1291,14,3,4,80,0,4,3,3,3,2,2,2,735,No
Y,Travel_Rarely,Medical,Research & Development,Female,Research Scientist,Married,Yes,42,2,4,78,4,2,7,2,1,2372,5628,6,1292,16,3,4,80,0,18,2,3,1,0,0,0,603,No
Y,Travel_Rarely,Marketing,Sales,Female,Sales Executive,Single,No,43,4,4,56,2,3,4,4,1,10231,20364,3,1293,14,3,4,80,0,23,3,4,21,7,15,17,531,No
Y,Travel_Rarely,Life Sciences,Research & Development,Female,Manufacturing Director,Single,Yes,36,3,4,53,3,2,2,2,1,5410,2323,9,1294,11,3,4,80,0,18,2,3,16,14,5,12,429,No
Y,Travel_Rarely,Medical,Research & Development,Female,Healthcare Representative,Married,No,44,1,3,73,3,3,15,4,1,7978,14075,1,1295,11,3,4,80,1,10,2,3,10,7,0,5,621,Yes
Y,Travel_Frequently,Life Sciences,Research & Development,Male,Laboratory Technician,Married,Yes,28,4,3,52,2,1,2,4,1,3867,14222,1,1296,12,3,2,80,1,2,2,3,2,2,2,2,193,No
Y,Travel_Frequently,Medical,Research & Development,Female,Laboratory Technician,Single,No,51,2,2,40,2,1,6,3,1,2838,4257,0,1297,14,3,2,80,0,8,6,2,7,0,7,7,968,No
Y,Non-Travel,Medical,Research & Development,Female,Manufacturing Director,Single,Yes,30,3,2,72,3,2,9,3,1,4695,12858,7,1298,18,3,3,80,0,10,3,3,8,4,1,7,879,No
Y,Travel_Rarely,Technical Degree,Research & Development,Female,Laboratory Technician,Divorced,Yes,29,2,3,39,3,1,7,3,1,3339,17285,3,1299,13,3,1,80,2,10,2,3,7,7,7,7,806,Yes
Y,Travel_Rarely,Technical Degree,Research & Development,Male,Research Scientist,Single,No,28,4,3,84,3,1,1,1,1,2080,4732,2,1301,11,3,2,80,0,5,2,2,3,2,1,2,640,No
Y,Travel_Rarely,Medical,Research & Development,Female,Research Scientist,Single,No,25,4,3,40,3,1,1,2,1,2096,18830,1,1303,18,3,4,80,0,2,3,2,2,2,2,1,266,No
Y,Travel_Rarely,Medical,Sales,Male,Sales Executive,Married,No,32,3,3,56,4,2,8,4,1,6209,11693,1,1304,15,3,3,80,2,10,4,4,10,7,0,8,604,No
Y,Travel_Frequently,Medical,Research & Development,Female,Manager,Single,No,45,2,3,83,3,5,25,2,1,18061,13035,3,1306,22,4,3,80,0,22,4,3,0,0,0,0,364,No
Y,Travel_Rarely,Medical,Research & Development,Female,Manager,Divorced,Yes,39,3,4,94,2,4,13,2,1,17123,17334,6,1307,13,3,4,80,2,21,4,3,19,9,15,2,412,No
Y,Travel_Rarely,Life Sciences,Research & Development,Male,Research Scientist,Divorced,No,58,1,4,88,3,1,23,3,1,2372,26076,1,1308,12,3,4,80,2,2,3,3,2,2,2,2,848,No
Y,Travel_Rarely,Life Sciences,Research & Development,Male,Laboratory Technician,Married,No,32,4,2,79,3,2,7,3,1,4883,22845,1,1309,18,3,1,80,1,10,3,3,10,4,1,1,1089,Yes
Y,Travel_Rarely,Medical,Research & Development,Male,Research Scientist,Single,No,39,3,3,93,3,1,23,1,1,3904,22154,0,1310,13,3,1,80,0,6,2,3,5,2,0,3,360,Yes
Y,Travel_Rarely,Technical Degree,Research & Development,Female,Laboratory Technician,Married,No,30,1,3,48,2,2,6,4,1,4627,23631,0,1311,12,3,1,80,1,10,6,3,9,2,6,7,1138,No
Y,Travel_Rarely,Technical Degree,Research & Development,Female,Healthcare Representative,Married,No,36,4,4,63,3,3,10,3,1,7094,5747,3,1312,12,3,1,80,0,10,0,3,7,7,1,7,325,No
Y,Travel_Rarely,Life Sciences,Human Resources,Female,Human Resources,Single,No,46,4,2,44,3,1,1,1,1,3423,22957,6,1314,12,3,3,80,0,10,3,4,7,6,5,7,991,No
Y,Non-Travel,Life Sciences,Research & Development,Female,Laboratory Technician,Married,No,28,3,3,55,1,2,1,4,1,6674,16392,0,1315,11,3,1,80,3,10,6,3,9,8,7,5,1476,No
Y,Travel_Rarely,Life Sciences,Research & Development,Female,Research Director,Married,Yes,50,4,3,43,3,4,28,1,1,16880,22422,4,1317,11,3,2,80,0,25,2,3,3,2,1,2,1322,No
Y,Travel_Rarely,Marketing,Sales,Male,Sales Executive,Single,Yes,40,4,4,57,2,3,25,2,1,9094,17235,2,1318,12,3,3,80,0,9,2,3,5,4,1,0,299,Yes
Y,Travel_Rarely,Life Sciences,Sales,Male,Sales Executive,Single,Yes,52,2,3,64,3,3,5,2,1,8446,21534,9,1319,19,3,3,80,0,10,2,2,8,7,7,7,1030,Yes
Y,Travel_Rarely,Medical,Research & Development,Female,Manager,Married,Yes,30,2,4,95,3,3,17,1,1,11916,25927,1,1321,23,4,4,80,2,9,2,3,9,1,0,8,634,No
Y,Travel_Rarely,Life Sciences,Research & Development,Male,Manufacturing Director,Single,No,39,1,2,32,3,2,18,3,1,4534,13352,0,1322,11,3,1,80,0,9,6,3,8,7,1,7,524,No
Y,Non-Travel,Life Sciences,Sales,Female,Sales Executive,Divorced,Yes,31,4,4,57,3,3,2,3,1,9852,8935,1,1324,19,3,1,80,1,10,5,2,10,8,9,6,587,No
Y,Non-Travel,Medical,Sales,Male,Sales Executive,Single,No,41,3,2,40,1,2,10,2,1,6151,22074,1,1329,13,3,1,80,0,19,4,3,19,2,11,9,256,No
Y,Travel_Frequently,Life Sciences,Sales,Female,Sales Representative,Single,Yes,31,4,3,54,3,1,1,2,1,2302,8319,1,1331,11,3,1,80,0,3,2,4,3,2,2,2,1060,Yes
Y,Travel_Rarely,Life Sciences,Research & Development,Male,Laboratory Technician,Married,No,44,1,3,89,3,1,3,1,1,2362,14669,4,1333,12,3,3,80,0,10,4,4,3,2,1,2,935,Yes
Y,Non-Travel,Life Sciences,Research & Development,Male,Manager,Married,Yes,42,3,1,37,3,4,2,3,1,17861,26582,0,1334,13,3,4,80,0,21,3,2,20,8,2,10,495,No
Y,Travel_Rarely,Medical,Research & Development,Female,Manager,Married,No,55,4,2,58,1,5,2,3,1,19187,6992,4,1336,14,3,4,80,1,23,5,3,19,9,9,11,282,No
Y,Travel_Rarely,Life Sciences,Human Resources,Male,Manager,Single,No,56,4,4,99,3,5,8,2,1,19717,4022,6,1338,14,3,1,80,0,36,4,3,7,3,7,7,206,No
Y,Non-Travel,Life Sciences,Research & Development,Male,Research Scientist,Divorced,No,40,3,2,74,3,1,16,3,1,3544,8532,9,1340,16,3,2,80,1,6,0,3,4,2,0,0,458,No
Y,Travel_Rarely,Life Sciences,Research & Development,Male,Healthcare Representative,Divorced,No,34,4,3,86,3,3,9,4,1,8500,5494,0,1344,11,3,4,80,1,10,0,2,9,7,1,6,943,No
Y,Travel_Rarely,Life Sciences,Research & Development,Male,Research Scientist,Single,No,40,3,3,98,3,2,2,4,1,4661,22455,1,1346,13,3,3,80,0,9,4,3,9,8,8,8,523,No
Y,Travel_Frequently,Marketing,Sales,Female,Sales Executive,Divorced,No,41,3,3,66,3,2,1,1,1,4103,4297,0,1349,17,3,4,80,1,10,2,3,9,3,1,7,1018,No
Y,Travel_Frequently,Life Sciences,Research & Development,Male,Research Scientist,Single,Yes,35,3,4,87,3,2,4,3,1,4249,2690,1,1350,11,3,2,80,0,9,3,3,9,6,1,1,482,No
Y,Travel_Rarely,Life Sciences,Human Resources,Male,Manager,Divorced,Yes,51,3,3,84,3,4,5,2,1,14026,17588,1,1352,11,3,2,80,1,33,2,3,33,9,0,10,770,No
Y,Travel_Rarely,Life Sciences,Sales,Female,Sales Executive,Divorced,No,38,2,2,31,3,2,2,1,1,6893,19461,3,1355,15,3,4,80,1,11,3,3,7,7,1,7,1009,No
Y,Travel_Rarely,Medical,Sales,Female,Sales Executive,Single,No,34,3,2,66,3,2,15,1,1,6125,23553,1,1356,12,3,4,80,0,10,6,4,10,8,9,6,507,No
Y,Travel_Rarely,Medical,Research & Development,Male,Laboratory Technician,Married,No,25,4,1,67,3,1,19,4,1,3669,9075,3,1358,11,3,3,80,3,7,6,2,3,2,1,2,882,No
Y,Travel_Rarely,Medical,Research & Development,Female,Manufacturing Director,Married,Yes,58,3,4,53,2,3,7,1,1,10008,12023,7,1360,14,3,4,80,0,31,0,2,10,9,5,9,601,Yes
Y,Travel_Rarely,Life Sciences,Research & Development,Male,Laboratory Technician,Married,No,40,2,4,88,3,1,1,2,1,2387,6762,3,1361,22,4,3,80,1,7,3,3,4,2,0,3,329,No
Y,Travel_Frequently,Marketing,Sales,Female,Sales Executive,Married,No,36,1,3,83,4,2,7,1,1,4639,2261,2,1362,16,3,4,80,1,17,2,2,15,7,6,13,607,No
Y,Travel_Rarely,Life Sciences,Research & Development,Male,Manufacturing Director,Single,No,48,4,3,54,3,3,4,4,1,7898,18706,1,1363,11,3,3,80,0,11,2,3,10,9,0,8,855,No
Y,Travel_Rarely,Medical,Sales,Female,Sales Representative,Married,No,27,3,3,98,4,1,11,4,1,2534,6527,8,1364,14,3,2,80,1,5,4,3,1,0,0,0,1291,No
Y,Travel_Rarely,Technical Degree,Research & Development,Female,Manufacturing Director,Single,No,51,4,2,82,2,4,11,2,1,13142,24439,3,1367,16,3,2,80,0,29,1,2,5,2,0,3,1405,No
Y,Non-Travel,Life Sciences,Research & Development,Female,Laboratory Technician,Single,No,18,4,3,97,3,1,1,4,1,1611,19305,1,1368,15,3,3,80,0,0,5,4,0,0,0,0,1124,No
Y,Travel_Rarely,Medical,Research & Development,Female,Laboratory Technician,Married,No,35,4,3,60,2,2,1,4,1,5363,10846,0,1369,12,3,2,80,1,10,0,3,9,7,0,0,817,No
Y,Travel_Frequently,Life Sciences,Sales,Male,Sales Executive,Single,No,27,4,1,43,1,2,2,4,1,5071,20392,3,1371,20,4,2,80,0,8,3,3,6,2,0,0,793,No
Y,Travel_Rarely,Marketing,Sales,Male,Sales Executive,Single,Yes,55,1,4,85,4,4,13,3,1,13695,9277,6,1372,17,3,3,80,0,24,2,2,19,7,3,8,267,Yes
Y,Travel_Rarely,Life Sciences,Research & Development,Male,Manufacturing Director,Married,Yes,56,4,3,68,3,4,23,2,1,13402,18235,4,1373,12,3,1,80,1,33,0,3,19,16,15,9,1369,No
Y,Non-Travel,Technical Degree,Research & Development,Female,Research Scientist,Divorced,No,34,1,1,92,2,1,26,3,1,2029,15891,1,1374,20,4,3,80,3,5,2,3,5,4,0,0,999,No
Y,Travel_Rarely,Medical,Research & Development,Female,Healthcare Representative,Divorced,No,40,2,1,89,4,2,2,3,1,6377,13888,5,1375,20,4,2,80,3,15,0,3,12,11,11,8,1202,No
Y,Travel_Rarely,Medical,Research & Development,Male,Laboratory Technician,Married,No,34,2,3,86,3,2,29,3,1,5429,17491,4,1377,13,3,1,80,2,10,1,3,8,7,7,7,285,No
Y,Travel_Frequently,Life Sciences,Sales,Female,Sales Representative,Single,No,31,3,3,90,2,1,2,4,1,2785,11882,7,1379,14,3,3,80,0,3,3,4,1,0,0,0,703,Yes
Y,Travel_Frequently,Marketing,Sales,Female,Sales Executive,Married,Yes,35,4,4,67,3,2,18,3,1,4614,23288,0,1380,18,3,3,80,1,5,0,2,4,2,3,2,662,Yes
Y,Travel_Frequently,Life Sciences,Research & Development,Male,Research Scientist,Divorced,No,38,4,3,57,4,1,7,3,1,2610,15748,1,1382,11,3,4,80,3,4,2,3,4,2,0,3,693,No
Y,Travel_Rarely,Technical Degree,Research & Development,Female,Healthcare Representative,Single,No,34,3,4,98,3,2,2,4,1,6687,6163,1,1383,11,3,4,80,0,14,2,4,14,11,4,11,404,No
Y,Travel_Rarely,Life Sciences,Sales,Male,Sales Executive,Married,No,28,3,3,48,2,2,26,1,1,4724,24232,1,1387,11,3,3,80,1,5,0,3,5,3,0,4,736,No
Y,Travel_Rarely,Medical,Research & Development,Male,Manufacturing Director,Married,Yes,31,4,4,98,3,2,22,3,1,6179,21057,1,1389,15,3,4,80,2,10,3,2,10,2,6,7,330,Yes
Y,Travel_Rarely,Life Sciences,Sales,Male,Sales Executive,Married,Yes,39,1,4,44,2,2,21,4,1,6120,3567,3,1390,12,3,4,80,2,8,2,4,5,4,1,4,1498,No
Y,Travel_Frequently,Marketing,Sales,Male,Sales Executive,Married,No,51,2,3,52,3,3,2,2,1,10596,15395,2,1391,11,3,2,80,0,14,5,3,4,2,3,2,541,No
Y,Travel_Frequently,Life Sciences,Research & Development,Female,Research Scientist,Divorced,Yes,41,4,3,75,3,2,22,4,1,5467,13953,3,1392,14,3,1,80,2,12,4,2,6,2,3,3,1200,No
Y,Travel_Rarely,Life Sciences,Research & Development,Male,Research Scientist,Married,Yes,37,3,1,54,3,1,4,3,1,2996,5182,7,1394,15,3,4,80,0,8,2,3,6,4,1,3,1439,No
Y,Travel_Frequently,Life Sciences,Sales,Male,Sales Executive,Married,No,33,2,1,61,3,2,5,4,1,9998,19293,6,1395,13,3,1,80,0,8,2,4,5,4,1,2,1111,No
Y,Travel_Rarely,Marketing,Sales,Male,Sales Executive,Married,Yes,32,3,1,36,3,2,2,2,1,4078,20497,0,1396,13,3,1,80,3,4,3,2,3,2,1,2,499,No
Y,Non-Travel,Life Sciences,Research & Development,Male,Healthcare Representative,Married,No,39,3,2,71,3,3,25,3,1,10920,3449,3,1397,21,4,2,80,1,13,2,3,6,4,0,5,1485,No
Y,Travel_Rarely,Life Sciences,Sales,Male,Sales Executive,Married,No,25,1,1,93,4,2,18,3,1,6232,12477,2,1399,11,3,2,80,0,6,3,2,3,2,1,2,1372,No
Y,Travel_Frequently,Medical,Research & Development,Female,Manufacturing Director,Married,Yes,52,4,2,59,4,4,28,3,1,13247,9731,2,1401,11,3,2,80,1,24,3,2,5,3,0,2,322,No
Y,Travel_Rarely,Medical,Research & Development,Female,Research Scientist,Single,Yes,43,1,3,73,2,2,6,3,1,4081,20003,1,1402,14,3,1,80,0,20,3,1,20,7,1,8,930,No
Y,Travel_Rarely,Marketing,Sales,Female,Sales Executive,Married,Yes,27,4,3,98,2,2,10,4,1,5769,7100,1,1403,11,3,4,80,0,6,3,3,6,2,4,4,205,No
Y,Travel_Rarely,Life Sciences,Research & Development,Female,Research Scientist,Single,Yes,27,4,4,51,3,1,17,3,1,2394,25681,1,1405,13,3,4,80,0,8,2,3,8,2,7,7,135,Yes
Y,Travel_Rarely,Medical,Research & Development,Male,Research Scientist,Single,No,26,1,1,36,2,1,2,4,1,3904,4050,0,1407,12,3,4,80,0,5,2,3,4,3,1,1,683,No
Y,Travel_Rarely,Human Resources,Human Resources,Female,Manager,Married,No,42,3,3,31,3,4,10,1,1,16799,16616,0,1408,14,3,3,80,1,21,5,3,20,7,0,9,1147,No
Y,Travel_Rarely,Other,Research & Development,Female,Laboratory Technician,Married,No,52,3,4,54,3,1,8,1,1,2950,17363,9,1409,13,3,3,80,0,12,2,1,5,4,0,4,258,No
Y,Travel_Rarely,Medical,Research & Development,Female,Laboratory Technician,Single,No,37,1,3,94,3,1,11,3,1,3629,19106,4,1411,18,3,1,80,0,8,6,3,3,2,0,2,1462,No
Y,Travel_Frequently,Life Sciences,Research & Development,Male,Manufacturing Director,Single,No,35,3,2,60,3,3,18,4,1,9362,19944,2,1412,11,3,3,80,0,10,2,3,2,2,2,2,200,No
Y,Travel_Rarely,Technical Degree,Research & Development,Male,Laboratory Technician,Married,No,25,1,3,81,3,1,1,4,1,3229,4910,4,1415,11,3,2,80,1,7,2,2,3,2,0,2,949,No
Y,Travel_Rarely,Other,Research & Development,Male,Laboratory Technician,Single,No,26,3,3,100,4,1,7,1,1,3578,23577,0,1417,12,3,4,80,0,8,2,3,7,7,0,7,652,No
Y,Travel_Rarely,Other,Human Resources,Male,Human Resources,Single,No,29,2,3,51,2,3,17,1,1,7988,9769,1,1419,13,3,1,80,0,10,3,2,10,9,0,9,332,No
Y,Travel_Frequently,Life Sciences,Research & Development,Male,Laboratory Technician,Single,No,49,1,2,97,2,2,28,1,1,4284,22710,3,1420,20,4,1,80,0,20,2,3,4,3,1,3,1475,Yes
Y,Travel_Frequently,Other,Research & Development,Female,Healthcare Representative,Single,Yes,29,3,1,84,3,3,14,4,1,7553,22930,0,1421,12,3,1,80,0,9,1,3,8,7,7,7,337,Yes
Y,Travel_Rarely,Medical,Research & Development,Female,Research Director,Single,No,54,4,3,54,3,4,1,4,1,17328,5652,6,1422,19,3,4,80,0,29,3,2,20,7,12,7,971,No
Y,Travel_Rarely,Medical,Research & Development,Female,Research Director,Married,Yes,58,4,3,76,3,5,1,1,1,19701,22456,3,1423,21,4,3,80,1,32,3,3,9,8,1,5,1055,No
Y,Travel_Rarely,Medical,Research & Development,Male,Research Director,Divorced,No,55,2,4,81,4,4,1,4,1,14732,12414,2,1424,13,3,4,80,2,31,4,4,7,7,0,0,1136,No
Y,Travel_Rarely,Marketing,Sales,Female,Sales Executive,Single,Yes,36,1,4,99,3,2,3,2,1,9278,20763,3,1425,16,3,4,80,0,15,3,3,5,4,0,1,1174,No
Y,Travel_Frequently,Life Sciences,Sales,Female,Sales Representative,Single,No,31,2,4,50,1,1,1,3,1,1359,16154,1,1427,12,3,2,80,0,1,3,3,1,0,0,0,667,Yes
Y,Travel_Rarely,Marketing,Sales,Female,Sales Executive,Divorced,No,30,4,4,73,3,2,7,1,1,4779,12761,7,1428,14,3,2,80,2,8,3,3,3,2,0,2,855,No
